"date","ksf_rdo_concentration","ksf_rdo_saturation","ksf_oxygen_partial_pressure","ksf_actual_conductivity","ksf_specific_conductivity","ksf_salinity","ksf_density","ksf_total_dissolved_solids","ksf_chlorophyll_a_fluorescence","ksf_ammonium","ksf_ammonium_m_v","ksf_barometric_pressure"
2023-12-29,6.26741057291667,88.6417698958333,137.530833333333,46181.7657291667,47068.0051041667,31.0604486458333,1.02065911458333,30.5942036458333,2.11410272708333,7.47014216666667,58.0179940625,0.06871875
2023-12-30,6.33330263541667,89.4893271875,138.845310416667,45956.4598958333,46841.646875,30.893485625,1.02053414583333,30.4470703125,2.77606911458333,7.39243210416667,57.7747325,0.06928125
2023-12-31,6.1903960625,87.6087178125,135.906744583333,46070.0213541667,46844.3801041667,30.8989296875,1.02050273958333,30.4488472916667,2.23972403125,7.40041785416667,57.8236579166667,0.07209375
2024-01-01,6.32710208333333,89.790788125,139.252524895833,46194.82125,46851.9858333333,30.9079284375,1.02047134375,30.4537907291667,2.21787335416667,7.37864089583333,57.7810653125,0.07246875
2024-01-02,6.23929695833333,88.3462323958333,137.047233333333,46136.3383333333,46900.6345833333,30.9405513541667,1.02053061458333,30.4854127083333,2.31985797916667,7.21470057291667,57.236129375,0.07171875
2024-01-03,5.89487867708333,83.8270165625,129.986611458333,46466.5825,47052.1554166667,31.0575326041667,1.02055979166667,30.58390125,2.26087467708333,7.24132839583333,57.3603805208333,0.07575
2024-01-04,5.50603207291667,78.3059871875,121.414416875,46331.029375,46863.8582291667,30.9202461458333,1.02043969791667,30.461508125,3.24088405208333,7.26892013541667,57.4603680208333,0.07603125
2024-01-05,4.73782194791667,66.957078125,103.862484375,45585.5440625,46316.0654166667,30.5109397916667,1.02019865625,30.1054426041667,2.91378279166667,7.26640235416667,57.4079402083333,0.07115625
2024-01-06,4.33308775,61.2725359375,95.02643875,45411.3967708333,46053.416875,30.3199053125,1.02002517708333,29.9347214583333,2.80860711458333,7.29675583333333,57.5220839583333,0.047625
2024-01-07,4.6935431875,66.8563764583333,103.59782125,45605.2135416667,45867.778125,30.1941454166667,1.01980502083333,29.8140559375,3.09240059375,7.45535480208333,58.1063578125,0.0395625
2024-01-08,5.86444708333333,83.0961942708333,128.794323854167,44838.509375,45170.846875,29.68044625,1.01944320833333,29.3610508333333,3.62493192708333,7.19206825,57.2502365625,0.697697916666667
2024-01-09,6.09635534375,85.930345625,133.2453,44347.2454166667,44900.5775,29.4757688541667,1.0193644375,29.1853754166667,2.21472663541667,7.00812479166667,56.6021596875,0.614395833333333
2024-01-10,5.71801301041667,80.5946833333333,124.967823958333,44275.1308333333,44811.0614583333,29.4106540625,1.01930961458333,29.1271902083333,2.00261265625,7.02837678125,56.6726176041667,0.336302083333333
2024-01-11,5.9546998125,83.1103584375,128.9843975,43588.8525,44521.6526041667,29.1875179166667,1.019277875,28.9390751041667,2.2021308125,6.93113628125,56.2592594791667,0.091875
2024-01-12,5.06701048958333,70.3521030208333,109.241889479167,43310.5525,44512.6579166667,29.1729858333333,1.01935764583333,28.933228125,2.48853191666667,6.83852527083333,55.8880965625,0.0309375
2024-01-13,5.29646823958333,73.138196875,113.6034475,42644.6877083333,43987.6655208333,28.7849838541667,1.01911670833333,28.5919830208333,2.59383961458333,6.77593584375,55.6404886458333,0.02446875
2024-01-14,5.06221247916667,69.832726875,108.469972083333,42422.5775,43754.5002083333,28.6151315625,1.01898690625,28.4404251041667,3.64091983333333,6.71659280208333,55.4374108333333,0.025125
2024-01-15,5.5016548125,75.9016814583333,117.869663020833,42033.7188541667,43268.08125,28.2638853125,1.01869336458333,28.1242527083333,3.38515447916667,6.64659515625,55.2139185416667,0.02625
2024-01-16,5.63386684375,77.5579410416667,120.447160729167,41590.6846875,42792.6313541667,27.919121875,1.01842678125,27.8152103125,3.15210163541667,6.52316354166667,54.783970625,0.02559375
2024-01-17,5.37184615625,74.1606226041667,115.119182083333,41421.8330208333,42424.5510416667,27.6573763541667,1.01816294791667,27.5759584375,2.84433194791667,6.532886375,54.8613071875,0.0283125
2024-01-18,5.43956191666667,75.086728125,116.5273425,40941.9272916667,41830.6571875,27.2300209375,1.01780472916667,27.1899279166667,2.52652622916667,6.53013298958333,54.8749169791667,0.0290625
2024-01-19,5.57105494791667,77.1149083333333,119.625766979167,40823.03625,41494.188125,26.9925351041667,1.01755053125,26.9712223958333,2.47558559375,6.51398335416667,54.8664735416667,0.033
2024-01-20,5.00620311458333,69.8059583333333,108.188565520833,40895.1107291667,41185.1739583333,26.7788620833333,1.01725123958333,26.7703633333333,2.3533630625,6.57998335416667,55.1879160416667,0.037875
2024-01-21,4.55954407291667,63.818166875,98.8581988541667,40896.2497916667,40960.9719791667,26.6221513541667,1.017050625,26.6246321875,1.87397890104167,6.64798294791667,55.4808973958333,0.03984375
2024-01-22,5.26398507291667,73.4817060416667,113.816837916667,40045.86125,40090.27125,25.99521125,1.01657128125,26.0586764583333,1.312221325,6.69999358333333,55.666739375,0.0405
2024-01-23,5.55815852083333,78.1321645833333,120.923202291667,40293.1594791667,40040.0234375,25.9659664583333,1.01643536458333,26.0260147916667,1.30915193958333,6.81752129166667,56.1450166666667,0.0459375
2024-01-24,5.66583228846154,78.9544226923077,122.271788461538,39536.5463692308,39452.1823730769,25.5921875307692,1.01623111346154,25.6439185519231,2.30296568134615,6.96899213461538,56.4733836538462,0.0420576923076923
2024-01-25,7.92575460869565,114.636336956522,177.494958695652,47918.7991304348,47784.5219565217,31.6193391304348,1.02074697826087,31.0599397826087,1.68960891304348,6.70455467391304,55.7199243478261,0.0432391304347826
2024-01-26,7.82972827083333,112.984365416667,174.993372916667,47901.9836458333,47927.1996875,31.7207394791667,1.02087560416667,31.1526805208333,1.52935142708333,6.70569003125,55.69246875,0.0405
